pipeline,layer_avg_energy_J__layer01_features_0_0,layer_avg_latency_ms__layer01_features_0_0,layer_avg_power_W__layer01_features_0_0,layer_avg_energy_J__layer02_features_1_b_0_0,layer_avg_latency_ms__layer02_features_1_b_0_0,layer_avg_power_W__layer02_features_1_b_0_0,layer_avg_energy_J__layer03_feat_1_0_b1_fc1,layer_avg_latency_ms__layer03_feat_1_0_b1_fc1,layer_avg_power_W__layer03_feat_1_0_b1_fc1,layer_avg_energy_J__layer04_feat_1_0_b1_fc2,layer_avg_latency_ms__layer04_feat_1_0_b1_fc2,layer_avg_power_W__layer04_feat_1_0_b1_fc2,layer_avg_energy_J__layer05_features_1_b_2_0,layer_avg_latency_ms__layer05_features_1_b_2_0,layer_avg_power_W__layer05_features_1_b_2_0,layer_avg_energy_J__layer06_features_2_b_0_0,layer_avg_latency_ms__layer06_features_2_b_0_0,layer_avg_power_W__layer06_features_2_b_0_0,layer_avg_energy_J__layer07_features_2_b_1_0,layer_avg_latency_ms__layer07_features_2_b_1_0,layer_avg_power_W__layer07_features_2_b_1_0,layer_avg_energy_J__layer08_feat_2_0_b2_fc1,layer_avg_latency_ms__layer08_feat_2_0_b2_fc1,layer_avg_power_W__layer08_feat_2_0_b2_fc1,layer_avg_energy_J__layer09_feat_2_0_b2_fc2,layer_avg_latency_ms__layer09_feat_2_0_b2_fc2,layer_avg_power_W__layer09_feat_2_0_b2_fc2,pipeline_latency_ms,pipeline_energy_J
efficientnet_b0_b1_seq1,0.00081638,0.00755103759765625,108.09268673401982,0.00058568,0.004481576843261718,130.65533618449822,0.00016515999999999997,0.0019762176513671873,83.52969082008286,0.00016178,0.001863311309814453,86.76851481789443,0.00045572,0.0033074789428710937,137.74083700676744,0.0006969799999999999,0.004872970275878906,142.99707415506708,0.00118362,0.005192662963867187,227.88891012350007,0.00048824,0.0024499609375,199.19594262496358,0.0001642,0.0019621478271484374,83.63600279060218,0.03365736434936523,0.00471776
efficientnet_b0_b32_seq1,0.023957420000000004,0.0732938232421875,326.8610408050398,0.019252059999999998,0.049222861328125,391.1083224507033,0.00020086,0.0023266712951660155,86.28947902585352,0.0001497,0.002113576965332031,70.79055391304743,0.01165116,0.0453364306640625,256.98474923366194,0.02645956,0.0781403759765625,338.6085648122377,0.05339592,0.153273056640625,348.36639187983553,0.00021053999999999997,0.002752041015625,76.47274598720354,0.00019554,0.002135961608886719,91.50038792844627,0.40859479873657223,0.13547276
