pipeline,layer_avg_energy_J__layer1_conv1,layer_avg_latency_ms__layer1_conv1,layer_avg_power_W__layer1_conv1,layer_avg_energy_J__layer2_layer1_0_conv1,layer_avg_latency_ms__layer2_layer1_0_conv1,layer_avg_power_W__layer2_layer1_0_conv1,layer_avg_energy_J__layer3_layer1_0_conv2,layer_avg_latency_ms__layer3_layer1_0_conv2,layer_avg_power_W__layer3_layer1_0_conv2,layer_avg_energy_J__layer4_layer1_0_conv3,layer_avg_latency_ms__layer4_layer1_0_conv3,layer_avg_power_W__layer4_layer1_0_conv3,layer_avg_energy_J__layer51_layer4_2_conv1,layer_avg_latency_ms__layer51_layer4_2_conv1,layer_avg_power_W__layer51_layer4_2_conv1,layer_avg_energy_J__layer52_layer4_2_conv2,layer_avg_latency_ms__layer52_layer4_2_conv2,layer_avg_power_W__layer52_layer4_2_conv2,layer_avg_energy_J__layer53_layer4_2_conv3,layer_avg_latency_ms__layer53_layer4_2_conv3,layer_avg_power_W__layer53_layer4_2_conv3,layer_avg_energy_J__layer54_fc,layer_avg_latency_ms__layer54_fc,layer_avg_power_W__layer54_fc,layer_avg_energy_J__layer5_layer1_0_dnsample,layer_avg_latency_ms__layer5_layer1_0_dnsample,layer_avg_power_W__layer5_layer1_0_dnsample,layer_avg_energy_J__layer6_layer1_1_conv1,layer_avg_latency_ms__layer6_layer1_1_conv1,layer_avg_power_W__layer6_layer1_1_conv1,layer_avg_energy_J__layer7_layer1_1_conv2,layer_avg_latency_ms__layer7_layer1_1_conv2,layer_avg_power_W__layer7_layer1_1_conv2,layer_avg_energy_J__layer8_layer1_1_conv3,layer_avg_latency_ms__layer8_layer1_1_conv3,layer_avg_power_W__layer8_layer1_1_conv3,pipeline_latency_ms,pipeline_energy_J
ResNet50_N1,0.00602162,0.026443203125,227.7066662729988,0.0004635,0.003924009094238281,118.08844569328802,0.00190792,0.01361397705078125,140.13022074800324,0.00054374,0.004558745727539062,119.24697859861494,0.0016096799999999998,0.01144236083984375,140.66415175927284,0.00737568,0.043013466796875,171.46986802099184,0.0017925,0.011460218505859375,156.39677957726917,0.0008419,0.006787870483398437,124.01203110276754,0.00060904,0.004561510314941407,133.4858276974182,0.00078234,0.004873605041503906,160.49132097576103,0.0018944,0.01380253662109375,137.23789716862538,0.0005922,0.004563189697265625,129.7444348805786,0.14904469329833983,0.02443452
ResNet50_N32,0.09213654,0.2974886328125,309.71383376837696,0.011160360000000001,0.02911375244140625,383.32070415921993,0.03642832,0.092625712890625,393.27896522727656,0.02428892,0.0661836376953125,366.98501893687586,0.01370302,0.03457976318359375,396.2584040015533,0.024246300000000002,0.0638619873046875,379.65866991495335,0.01299104,0.03334412353515625,389.58983047321163,0.0016288399999999999,0.00826734619140625,196.99540190311112,0.02400992,0.0658427099609375,364.64668432470086,0.01913646,0.057084208984375,335.22334083802957,0.03640644,0.093216953125,390.5492440666544,0.024991,0.0662127001953125,377.4264573794556,0.9078215283203125,0.32112716
