pipeline,layer_avg_energy_J__layer01_stem_0_conv,layer_avg_latency_ms__layer01_stem_0_conv,layer_avg_power_W__layer01_stem_0_conv,layer_avg_energy_J__layer02_stem_1_conv,layer_avg_latency_ms__layer02_stem_1_conv,layer_avg_power_W__layer02_stem_1_conv,layer_avg_energy_J__layer03_stem_2_conv,layer_avg_latency_ms__layer03_stem_2_conv,layer_avg_power_W__layer03_stem_2_conv,layer_avg_energy_J__layer04_stem_3_conv,layer_avg_latency_ms__layer04_stem_3_conv,layer_avg_power_W__layer04_stem_3_conv,layer_avg_energy_J__layer05_s0b0_pw1_conv,layer_avg_latency_ms__layer05_s0b0_pw1_conv,layer_avg_power_W__layer05_s0b0_pw1_conv,layer_avg_energy_J__layer06_s0b0_lkb_conv,layer_avg_latency_ms__layer06_s0b0_lkb_conv,layer_avg_power_W__layer06_s0b0_lkb_conv,layer_avg_energy_J__layer07_s0b0_small_conv,layer_avg_latency_ms__layer07_s0b0_small_conv,layer_avg_power_W__layer07_s0b0_small_conv,layer_avg_energy_J__layer08_s0b0_pw2_conv,layer_avg_latency_ms__layer08_s0b0_pw2_conv,layer_avg_power_W__layer08_s0b0_pw2_conv,layer_avg_energy_J__layer147_s3b3_pw1_conv,layer_avg_latency_ms__layer147_s3b3_pw1_conv,layer_avg_power_W__layer147_s3b3_pw1_conv,layer_avg_energy_J__layer148_s3b3_pw2_conv,layer_avg_latency_ms__layer148_s3b3_pw2_conv,layer_avg_power_W__layer148_s3b3_pw2_conv,layer_avg_energy_J__layer149_head,layer_avg_latency_ms__layer149_head,layer_avg_power_W__layer149_head,pipeline_latency_ms,pipeline_energy_J
replknet_31b_N1,0.00460584,0.01668806640625,275.9632414546612,0.0022209,0.008370258178710937,265.2954649549735,0.00193526,0.008452218627929688,228.9316435683247,0.0014471199999999999,0.00638693359375,226.5311543502203,0.00067276,0.004474716186523437,150.3093668210899,0.091062,0.260569091796875,349.2944154619966,0.0013793199999999999,0.006281400146484375,219.54446131890214,0.00068846,0.004474470520019531,153.82356665226612,0.06374555999999999,0.2704552734375,235.6935778615672,0.00473106,0.020261212158203125,233.4865559183385,0.00066774,0.00450050048828125,148.33384597284558,0.6109141415405273,0.17315602
replknet_31b_N32,0.10288336,0.26057923828125,394.8193695386294,0.07544314,0.18925986328125,398.6144970099901,0.06703594,0.16774615234375,399.6194384365539,0.0772024,0.2034596875,379.44131745828304,0.03587558,0.0909044921875,394.641406488461,2.772718,7.4781591796875,370.76387449354485,0.043108900000000006,0.108725,396.485154894083,0.03666062,0.09087755859375,403.3946206034697,0.11229964,0.357155078125,314.4234268732306,0.035305,0.090241376953125,391.2179272046852,0.00122194,0.007468871459960938,163.57756900964466,9.044576498413086,3.35975452
