pipeline,layer_avg_energy_J__layer1_conv1,layer_avg_latency_ms__layer1_conv1,layer_avg_power_W__layer1_conv1,layer_avg_energy_J__layer2_layer1_0_conv1,layer_avg_latency_ms__layer2_layer1_0_conv1,layer_avg_power_W__layer2_layer1_0_conv1,layer_avg_energy_J__layer3_layer1_0_conv2,layer_avg_latency_ms__layer3_layer1_0_conv2,layer_avg_power_W__layer3_layer1_0_conv2,layer_avg_energy_J__layer4_layer1_0_conv3,layer_avg_latency_ms__layer4_layer1_0_conv3,layer_avg_power_W__layer4_layer1_0_conv3,layer_avg_energy_J__layer51_layer4_2_conv1,layer_avg_latency_ms__layer51_layer4_2_conv1,layer_avg_power_W__layer51_layer4_2_conv1,layer_avg_energy_J__layer52_layer4_2_conv2,layer_avg_latency_ms__layer52_layer4_2_conv2,layer_avg_power_W__layer52_layer4_2_conv2,layer_avg_energy_J__layer53_layer4_2_conv3,layer_avg_latency_ms__layer53_layer4_2_conv3,layer_avg_power_W__layer53_layer4_2_conv3,layer_avg_energy_J__layer54_fc,layer_avg_latency_ms__layer54_fc,layer_avg_power_W__layer54_fc,layer_avg_energy_J__layer5_layer1_0_dnsample,layer_avg_latency_ms__layer5_layer1_0_dnsample,layer_avg_power_W__layer5_layer1_0_dnsample,layer_avg_energy_J__layer6_layer1_1_conv1,layer_avg_latency_ms__layer6_layer1_1_conv1,layer_avg_power_W__layer6_layer1_1_conv1,layer_avg_energy_J__layer7_layer1_1_conv2,layer_avg_latency_ms__layer7_layer1_1_conv2,layer_avg_power_W__layer7_layer1_1_conv2,layer_avg_energy_J__layer8_layer1_1_conv3,layer_avg_latency_ms__layer8_layer1_1_conv3,layer_avg_power_W__layer8_layer1_1_conv3,pipeline_latency_ms,pipeline_energy_J
ResNet50_N1,0.00621544,0.02589288330078125,240.02291551072045,0.00061856,0.0039045120239257812,158.37647805316075,0.00219098,0.01357318115234375,161.4041679648588,0.0007250199999999999,0.004540272521972657,159.6460069659231,0.0018885599999999998,0.011375411376953125,166.0042409839354,0.00805766,0.042734755859375,188.54487129452997,0.00207216,0.011390321044921875,181.9043160227493,0.00097524,0.00676083740234375,144.2255800940852,0.000716,0.00454012939453125,157.66252534623135,0.00092758,0.0048458547973632814,191.37220377212668,0.0022233,0.013744373779296874,161.74497342014396,0.0010069599999999999,0.004541685791015625,221.6615593401142,0.14784421844482423,0.027617460000000003
ResNet50_N32,0.09789575999999998,0.29594814453125,330.7832115072927,0.0109407,0.02906871826171875,376.35604921472077,0.03671018,0.09309294921875,394.32890189848655,0.02524864,0.06609626953125,381.9872823917097,0.013321600000000001,0.03465861083984375,384.3477078029353,0.02502556,0.0638571728515625,391.88700586217044,0.01266708,0.03332087890625,380.1359044827293,0.0017847800000000001,0.008250347290039062,216.2961707333695,0.025349140000000003,0.065768388671875,385.4184475389414,0.020647719999999998,0.0570736865234375,361.7588171774394,0.03728614,0.09368037109375,398.0046497895571,0.02590004,0.0661110595703125,391.7535468485028,0.9069265972900391,0.33277734
