pipeline,layer_avg_energy_J__layer01_features_0_0,layer_avg_latency_ms__layer01_features_0_0,layer_avg_power_W__layer01_features_0_0,layer_avg_energy_J__layer02_features_1_b_0_0,layer_avg_latency_ms__layer02_features_1_b_0_0,layer_avg_power_W__layer02_features_1_b_0_0,layer_avg_energy_J__layer03_feat_1_0_b1_fc1,layer_avg_latency_ms__layer03_feat_1_0_b1_fc1,layer_avg_power_W__layer03_feat_1_0_b1_fc1,layer_avg_energy_J__layer04_feat_1_0_b1_fc2,layer_avg_latency_ms__layer04_feat_1_0_b1_fc2,layer_avg_power_W__layer04_feat_1_0_b1_fc2,layer_avg_energy_J__layer05_features_1_b_2_0,layer_avg_latency_ms__layer05_features_1_b_2_0,layer_avg_power_W__layer05_features_1_b_2_0,layer_avg_energy_J__layer06_features_2_b_0_0,layer_avg_latency_ms__layer06_features_2_b_0_0,layer_avg_power_W__layer06_features_2_b_0_0,layer_avg_energy_J__layer07_features_2_b_1_0,layer_avg_latency_ms__layer07_features_2_b_1_0,layer_avg_power_W__layer07_features_2_b_1_0,layer_avg_energy_J__layer08_feat_2_0_b2_fc1,layer_avg_latency_ms__layer08_feat_2_0_b2_fc1,layer_avg_power_W__layer08_feat_2_0_b2_fc1,layer_avg_energy_J__layer09_feat_2_0_b2_fc2,layer_avg_latency_ms__layer09_feat_2_0_b2_fc2,layer_avg_power_W__layer09_feat_2_0_b2_fc2,pipeline_latency_ms,pipeline_energy_J
EfficientNetB0_N1,0.00089586,0.007794872436523438,114.91026974791576,0.0005541400000000001,0.004638126220703125,119.44604505018592,0.00015856,0.0019957145690917967,79.40961236910258,0.00015470000000000002,0.00183836669921875,84.10076413099175,0.00026372,0.0033497088623046876,78.70586076826878,0.00061912,0.00494624755859375,125.14439602015446,0.0011412,0.0052908648681640625,215.65215348454885,0.00019088000000000002,0.0024220672607421874,78.77655064406201,0.00016109999999999999,0.0019357081604003906,83.18150771824573,0.03421167663574219,0.00413928
EfficientNetB0_N32,0.02347364,0.0735680517578125,319.06772393261105,0.023041239999999998,0.0615210400390625,374.5180194609062,0.00019056000000000002,0.0022648832702636718,84.0989674328105,0.00017251999999999998,0.0021289573669433593,80.99495380490166,0.01162094,0.045169931640625,257.26392994869275,0.026183180000000004,0.078038076171875,335.5116682605996,0.05363652,0.15392931640625,348.4457408462203,0.00059192,0.002718556213378906,217.6489661034178,0.00023832,0.0020881613159179687,114.0747998103577,0.4214269741821289,0.13914884
