pipeline,layer_avg_energy_J__layer01_features_0_0,layer_avg_latency_ms__layer01_features_0_0,layer_avg_power_W__layer01_features_0_0,layer_avg_energy_J__layer02_features_1_b_0_0,layer_avg_latency_ms__layer02_features_1_b_0_0,layer_avg_power_W__layer02_features_1_b_0_0,layer_avg_energy_J__layer03_feat_1_b1_fc1,layer_avg_latency_ms__layer03_feat_1_b1_fc1,layer_avg_power_W__layer03_feat_1_b1_fc1,layer_avg_energy_J__layer04_feat_1_b1_fc2,layer_avg_latency_ms__layer04_feat_1_b1_fc2,layer_avg_power_W__layer04_feat_1_b1_fc2,layer_avg_energy_J__layer052_features_12_0,layer_avg_latency_ms__layer052_features_12_0,layer_avg_power_W__layer052_features_12_0,layer_avg_energy_J__layer053_classifier_0,layer_avg_latency_ms__layer053_classifier_0,layer_avg_power_W__layer053_classifier_0,layer_avg_energy_J__layer054_classifier_1,layer_avg_latency_ms__layer054_classifier_1,layer_avg_power_W__layer054_classifier_1,layer_avg_energy_J__layer05_features_1_b_2_0,layer_avg_latency_ms__layer05_features_1_b_2_0,layer_avg_power_W__layer05_features_1_b_2_0,layer_avg_energy_J__layer06_features_2_b_0_0,layer_avg_latency_ms__layer06_features_2_b_0_0,layer_avg_power_W__layer06_features_2_b_0_0,layer_avg_energy_J__layer07_features_2_b_1_0,layer_avg_latency_ms__layer07_features_2_b_1_0,layer_avg_power_W__layer07_features_2_b_1_0,layer_avg_energy_J__layer08_features_2_b_2_0,layer_avg_latency_ms__layer08_features_2_b_2_0,layer_avg_power_W__layer08_features_2_b_2_0,layer_avg_energy_J__layer09_features_3_b_0_0,layer_avg_latency_ms__layer09_features_3_b_0_0,layer_avg_power_W__layer09_features_3_b_0_0,layer_avg_energy_J__layer10_features_3_b_1_0,layer_avg_latency_ms__layer10_features_3_b_1_0,layer_avg_power_W__layer10_features_3_b_1_0,layer_avg_energy_J__layer11_features_3_b_2_0,layer_avg_latency_ms__layer11_features_3_b_2_0,layer_avg_power_W__layer11_features_3_b_2_0,pipeline_latency_ms,pipeline_energy_J
MobileNetV3_N1,0.0006925400000000001,0.006944481201171875,99.7069326829181,0.00019696,0.0030902886962890625,63.7148733020511,0.00014408,0.0019567205810546873,73.59788544814016,0.00014866,0.001832489013671875,81.07849826503092,0.00019047999999999998,0.0038006170654296873,50.10525865881208,0.0004273,0.004152012939453125,102.8889775343803,0.0007267,0.0045398834228515626,160.0307103929047,0.00018436,0.002802032775878906,65.77050864391573,0.0004917,0.0029462322998046876,166.83139443222842,0.00019706,0.0027808154296875,70.8399194398952,0.00033698,0.00291852294921875,115.42360273751481,0.00017242,0.002435747833251953,70.75835449056714,0.00017707999999999998,0.003192483825683594,55.45098529323718,0.00016344000000000002,0.002924093322753906,55.873974077396525,0.04631642135620117,0.00424976
MobileNetV3_N32,0.0173049,0.067302705078125,257.11566087085134,0.0064515,0.026676796875,241.82998689736647,0.00017856000000000003,0.002258042907714844,79.04148109900878,0.00032392000000000006,0.0022637977600097657,143.02110646540302,0.00201268,0.009047347412109375,222.4320624092954,0.00053524,0.004152258605957031,128.87189944461778,0.00090512,0.007466802978515625,121.20220655071947,0.00218362,0.009082552490234375,240.39153773056094,0.00886612,0.03060053955078125,289.7250670176637,0.007707240000000001,0.02989928466796875,257.76324038822503,0.00167722,0.0070333233642578125,238.4312475475703,0.0021131,0.009776312255859374,216.12186293929216,0.00356548,0.014452510986328125,246.68398818855613,0.0013078200000000001,0.00709138427734375,184.39376564386106,0.22710365921020506,0.055132520000000004
