pipeline,layer_avg_energy_J__layer01_stem_0_conv,layer_avg_latency_ms__layer01_stem_0_conv,layer_avg_power_W__layer01_stem_0_conv,layer_avg_energy_J__layer02_stem_1_conv,layer_avg_latency_ms__layer02_stem_1_conv,layer_avg_power_W__layer02_stem_1_conv,layer_avg_energy_J__layer03_stem_2_conv,layer_avg_latency_ms__layer03_stem_2_conv,layer_avg_power_W__layer03_stem_2_conv,layer_avg_energy_J__layer04_stem_3_conv,layer_avg_latency_ms__layer04_stem_3_conv,layer_avg_power_W__layer04_stem_3_conv,layer_avg_energy_J__layer05_s0b0_pw1_conv,layer_avg_latency_ms__layer05_s0b0_pw1_conv,layer_avg_power_W__layer05_s0b0_pw1_conv,layer_avg_energy_J__layer06_s0b0_lkb_conv,layer_avg_latency_ms__layer06_s0b0_lkb_conv,layer_avg_power_W__layer06_s0b0_lkb_conv,layer_avg_energy_J__layer07_s0b0_small_conv,layer_avg_latency_ms__layer07_s0b0_small_conv,layer_avg_power_W__layer07_s0b0_small_conv,layer_avg_energy_J__layer08_s0b0_pw2_conv,layer_avg_latency_ms__layer08_s0b0_pw2_conv,layer_avg_power_W__layer08_s0b0_pw2_conv,layer_avg_energy_J__layer147_s3b3_pw1_conv,layer_avg_latency_ms__layer147_s3b3_pw1_conv,layer_avg_power_W__layer147_s3b3_pw1_conv,layer_avg_energy_J__layer148_s3b3_pw2_conv,layer_avg_latency_ms__layer148_s3b3_pw2_conv,layer_avg_power_W__layer148_s3b3_pw2_conv,layer_avg_energy_J__layer149_head,layer_avg_latency_ms__layer149_head,layer_avg_power_W__layer149_head,pipeline_latency_ms,pipeline_energy_J
replknet_31b_N1,0.00445092,0.0163298095703125,272.54110923617156,0.00236608,0.009648558349609374,245.19869517449,0.0015879800000000001,0.008483512573242187,187.16108566331064,0.00122588,0.006461808471679688,189.6808246758048,0.00057674,0.00448901123046875,128.44960199051496,0.05421,0.2617794494628906,207.00837567039738,0.0014298,0.006258790283203125,228.40994092219415,0.0005743,0.004487516174316406,127.9474658181964,0.05839476,0.2717665625,214.8695313235052,0.0043044,0.020341697998046877,211.59114229607567,0.0005603,0.00451209228515625,124.14788089608304,0.6145588088989258,0.12968116
replknet_31b_N32,0.101881,0.26091841796875,390.4679175702958,0.09493647999999999,0.238404140625,398.21329577278493,0.06702336,0.16755,400.0153605837484,0.07566314,0.20386234375,371.14479053246424,0.03542532,0.09080025390625,390.13896277633876,2.651462,7.50470947265625,353.29944931052825,0.044904099999999995,0.131967041015625,340.26302239106946,0.03555924,0.090747314453125,391.84231309462393,0.1083428,0.35805875,302.5818925403449,0.03552728,0.090122666015625,394.2032909852749,0.00081202,0.007477985229492188,108.57289213762299,9.144618385620117,3.25153674
